dts,shift,weekday,ticket_code,party_size,menu_category,menu_item,item_price,item_qty
01-03-2019 18:40,dinner,5,GRHUB001,1,VEGETABLE SPECIALS,KADAHI PANEER,16,2
01-03-2019 18:45,dinner,5,YALE0003,2,DESSERTS,MALPURA,8,1
01-03-2019 18:45,dinner,5,UBER004,1,Starter,VEGETABLE PAKORA,11,2
01-03-2019 18:45,dinner,5,YALE0020,2,CHICKEN SPECIALS,CHICKEN TIKKA MASALA,18,1
01-03-2019 18:45,dinner,5,YALE0009,5,Starter,TASTY SLIDERS : CHICKEN PANEER,15,1
01-03-2019 18:45,dinner,5,UBER004,1,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 18:45,dinner,5,UBER005,1,BREADS,ONION KULCHA,5,2
01-03-2019 18:50,dinner,5,YALE0011,3,CHICKEN SPECIALS,CHICKEN TIKKA MASALA,18,1
01-03-2019 18:50,dinner,5,YALE0014,5,DESSERTS,GULABJAMUN,6,1
01-03-2019 18:50,dinner,5,YALE0017,5,BREADS,ALOO PARATHA,5,1
01-03-2019 18:50,dinner,5,UBER005,1,BREADS,GARLIC NAAN,3.5,2
01-03-2019 18:50,dinner,5,YALE0019,5,Starter,MASALA CHICKEN WINGS,14,1
01-03-2019 18:50,dinner,5,GRHUB002,1,BREADS,LACHA PARATHA,5,3
01-03-2019 18:50,dinner,5,YALE0016,3,BREADS,GARLIC NAAN,3.5,1
01-03-2019 18:55,dinner,5,UBER003,1,SEAFOOD SPECIALTIES,FISH CURRY,19,2
01-03-2019 18:55,dinner,5,UBER003,1,BREADS,GARLIC NAAN,3.5,2
01-03-2019 18:55,dinner,5,YALE0017,5,LAMB SPECIALTIES,KADAHI LAMB,19,1
01-03-2019 18:55,dinner,5,YALE0019,5,VEGETABLE SPECIALS,PANEER VINDALOO,16,1
01-03-2019 18:55,dinner,5,YALE0015,3,VEGETABLE SPECIALS,KADAHI PANEER,16,1
01-03-2019 18:55,dinner,5,YALE0010,2,SEAFOOD SPECIALTIES,FISH CURRY,19,1
01-03-2019 19:00,dinner,5,YALE0016,3,BREADS,GARLIC NAAN,3.5,1
01-03-2019 19:00,dinner,5,YALE0019,5,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 19:00,dinner,5,YALE0009,5,BREADS,TANDOORI ROTI,2.75,2
01-03-2019 19:00,dinner,5,YALE0002,3,RICE SPECIALS,CHICKEN BIRYANI,19,1
01-03-2019 19:00,dinner,5,YALE0008,3,Starter,SHRIMP STRIPS,15,2
01-03-2019 19:00,dinner,5,YALE0005,2,DESSERTS,RASMALAI,6,1
01-03-2019 19:00,dinner,5,YALE0009,5,BREADS,TANDOORI ROTI,2.75,2
01-03-2019 19:00,dinner,5,YALE0019,5,SEAFOOD SPECIALTIES,FISH KORMA,19,1
01-03-2019 19:05,dinner,5,YALE0007,4,BREADS,LACHA PARATHA,5,2
01-03-2019 19:05,dinner,5,YALE0010,2,SEAFOOD SPECIALTIES,FISH CURRY,19,1
01-03-2019 19:05,dinner,5,YALE0009,5,DESSERTS,KHEER,7,1
01-03-2019 19:05,dinner,5,YALE0020,2,DESSERTS,RASMALAI,6,1
01-03-2019 19:05,dinner,5,YALE0019,5,DESSERTS,GULABJAMUN,6,1
01-03-2019 19:05,dinner,5,YALE0017,5,LAMB SPECIALTIES,KADAHI LAMB,19,1
01-03-2019 19:05,dinner,5,YALE0008,3,BREADS,GARLIC NAAN,3.5,2
01-03-2019 19:05,dinner,5,YALE0013,3,VEGETABLE SPECIALS,BAINGAN BARTHA,16,1
01-03-2019 19:10,dinner,5,YALE0013,3,Starter,SHRIMP STRIPS,15,2
01-03-2019 19:10,dinner,5,YALE0001,4,BREADS,NAAN,2.75,2
01-03-2019 19:10,dinner,5,UBER003,1,BREADS,GARLIC NAAN,3.5,2
01-03-2019 19:10,dinner,5,UBER005,1,VEGETABLE SPECIALS,KADAHI PANEER,16,2
01-03-2019 19:10,dinner,5,YALE0002,3,Starter,COCKTAIL CHICKEN SAMOSAS,14,1
01-03-2019 19:10,dinner,5,YALE0006,3,RICE SPECIALS,RICE,5,1
01-03-2019 19:10,dinner,5,YALE0006,3,BREADS,ONION KULCHA,5,1
01-03-2019 19:10,dinner,5,UBER003,1,BREADS,GARLIC NAAN,3.5,2
01-03-2019 19:15,dinner,5,UBER005,1,RICE SPECIALS,RICE,5,1
01-03-2019 19:15,dinner,5,YALE0019,5,BREADS,GARLIC NAAN,3.5,2
01-03-2019 19:15,dinner,5,YALE0019,5,BREADS,ONION KULCHA,5,1
01-03-2019 19:15,dinner,5,YALE0004,5,VEGETABLE SPECIALS,MALAI KOFTA,16,2
01-03-2019 19:15,dinner,5,YALE0009,5,RICE SPECIALS,TIKKA RICE BOWL : PANEER | CHICKEN,18,2
01-03-2019 19:20,dinner,5,YALE0013,3,DESSERTS,RASMALAI,6,1
01-03-2019 19:20,dinner,5,YALE0016,3,BREADS,GARLIC NAAN,3.5,1
01-03-2019 19:20,dinner,5,YALE0019,5,VEGETABLE SPECIALS,PANEER VINDALOO,16,1
01-03-2019 19:20,dinner,5,YALE0011,3,RICE SPECIALS,RICE,5,1
01-03-2019 19:20,dinner,5,YALE0017,5,CHICKEN SPECIALS,BUTTER CHICKEN,18,1
01-03-2019 19:25,dinner,5,YALE0002,3,Starter,MASALA CHICKEN WINGS,14,1
01-03-2019 19:25,dinner,5,YALE0009,5,BREADS,GARLIC NAAN,3.5,3
01-03-2019 19:25,dinner,5,YALE0006,3,Starter,VEGETABLE PAKORA,11,1
01-03-2019 19:25,dinner,5,UBER005,1,VEGETABLE SPECIALS,KADAHI PANEER,16,2
01-03-2019 19:25,dinner,5,YALE0019,5,BREADS,SPINACH NAAN,6,1
01-03-2019 19:25,dinner,5,YALE0007,4,CHICKEN SPECIALS,COCONUT CHICKEN CURRY,18,1
01-03-2019 19:25,dinner,5,YALE0012,4,DESSERTS,CARROT HALWA,7,1
01-03-2019 19:30,dinner,5,YALE0014,5,VEGETABLE SPECIALS,MALAI KOFTA,16,2
01-03-2019 19:30,dinner,5,YALE0011,3,VEGETABLE SPECIALS,SHAHI PANEER,16,1
01-03-2019 19:30,dinner,5,YALE0009,5,DESSERTS,GULABJAMUN,6,2
01-03-2019 19:30,dinner,5,YALE0017,5,SEAFOOD SPECIALTIES,FISH CURRY,19,1
01-03-2019 19:30,dinner,5,YALE0017,5,BREADS,ALOO PARATHA,5,1
01-03-2019 19:30,dinner,5,YALE0002,3,Starter,MASALA CHICKEN WINGS,14,1
01-03-2019 19:35,dinner,5,YALE0015,3,VEGETABLE SPECIALS,KADAHI PANEER,16,1
01-03-2019 19:35,dinner,5,YALE0007,4,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 19:35,dinner,5,YALE0014,5,DESSERTS,CARROT HALWA,7,1
01-03-2019 19:35,dinner,5,YALE0019,5,BREADS,SPINACH NAAN,6,1
01-03-2019 19:35,dinner,5,YALE0010,2,RICE SPECIALS,RICE,5,1
01-03-2019 19:40,dinner,5,YALE0003,2,DESSERTS,MALPURA,8,1
01-03-2019 19:40,dinner,5,GRHUB002,1,CHICKEN SPECIALS,COCONUT CHICKEN CURRY,18,1
01-03-2019 19:40,dinner,5,YALE0018,4,VEGETABLE SPECIALS,PANEER VINDALOO,16,1
01-03-2019 19:40,dinner,5,YALE0009,5,VEGETABLE SPECIALS,BAINGAN BARTHA,16,1
01-03-2019 19:40,dinner,5,YALE0004,5,BREADS,TANDOORI ROTI,2.75,2
01-03-2019 19:45,dinner,5,UBER003,1,SEAFOOD SPECIALTIES,FISH CURRY,19,2
01-03-2019 19:45,dinner,5,YALE0015,3,Starter,TASTY FLATBREAD,11,1
01-03-2019 19:45,dinner,5,UBER001,1,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 19:45,dinner,5,YALE0015,3,Starter,TASTY FLATBREAD,11,1
01-03-2019 19:45,dinner,5,GRHUB002,1,VEGETABLE SPECIALS,MALAI KOFTA,16,2
01-03-2019 19:45,dinner,5,YALE0010,2,BREADS,GARLIC NAAN,3.5,2
01-03-2019 19:50,dinner,5,UBER002,1,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 19:50,dinner,5,GRHUB002,1,CHICKEN SPECIALS,BUTTER CHICKEN,18,3
01-03-2019 19:50,dinner,5,YALE0020,2,VEGETABLE SPECIALS,KADAHI PANEER,16,1
01-03-2019 19:50,dinner,5,YALE0019,5,BREADS,GARLIC NAAN,3.5,2
01-03-2019 19:50,dinner,5,YALE0019,5,BREADS,GARLIC NAAN,3.5,2
01-03-2019 19:50,dinner,5,YALE0001,4,VEGETABLE SPECIALS,PANEER VINDALOO,16,1
01-03-2019 19:55,dinner,5,YALE0015,3,BREADS,GARLIC NAAN,3.5,2
01-03-2019 19:55,dinner,5,YALE0004,5,VEGETABLE SPECIALS,BAINGAN BARTHA,16,1
01-03-2019 19:55,dinner,5,YALE0002,3,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 19:55,dinner,5,UBER005,1,BREADS,ONION KULCHA,5,2
01-03-2019 19:55,dinner,5,UBER005,1,RICE SPECIALS,RICE,5,1
01-03-2019 19:55,dinner,5,YALE0012,4,DESSERTS,CARROT HALWA,7,1
01-03-2019 19:55,dinner,5,YALE0014,5,DESSERTS,CARROT HALWA,7,1
01-03-2019 19:55,dinner,5,YALE0008,3,DESSERTS,MALPURA,8,1
01-03-2019 20:00,dinner,5,YALE0007,4,DESSERTS,RASMALAI,6,2
01-03-2019 20:00,dinner,5,YALE0007,4,VEGETABLE SPECIALS,KADAHI PANEER,16,1
01-03-2019 20:00,dinner,5,UBER004,1,RICE SPECIALS,RICE,5,2
01-03-2019 20:00,dinner,5,YALE0007,4,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 20:00,dinner,5,YALE0020,2,DESSERTS,GULABJAMUN,6,1
01-03-2019 20:00,dinner,5,YALE0012,4,RICE SPECIALS,RICE,5,1
01-03-2019 20:00,dinner,5,YALE0014,5,BREADS,NAAN,2.75,1
01-03-2019 20:00,dinner,5,YALE0007,4,CHICKEN SPECIALS,COCONUT CHICKEN CURRY,18,1
01-03-2019 20:00,dinner,5,YALE0019,5,DESSERTS,GULABJAMUN,6,2
01-03-2019 20:05,dinner,5,YALE0012,4,RICE SPECIALS,RICE,5,1
01-03-2019 20:05,dinner,5,YALE0010,2,SEAFOOD SPECIALTIES,FISH CURRY,19,1
01-03-2019 20:05,dinner,5,YALE0010,2,CHICKEN SPECIALS,BUTTER CHICKEN,18,1
01-03-2019 20:05,dinner,5,YALE0016,3,BREADS,GARLIC NAAN,3.5,1
01-03-2019 20:05,dinner,5,YALE0019,5,BREADS,SPINACH NAAN,6,1
01-03-2019 20:05,dinner,5,UBER002,1,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 20:05,dinner,5,YALE0007,4,BREADS,NAAN,2.75,2
01-03-2019 20:05,dinner,5,YALE0014,5,BREADS,NAAN,2.75,1
01-03-2019 20:10,dinner,5,UBER002,1,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 20:10,dinner,5,YALE0008,3,SEAFOOD SPECIALTIES,FISH KORMA,19,1
01-03-2019 20:10,dinner,5,YALE0004,5,DESSERTS,CARROT HALWA,7,1
01-03-2019 20:10,dinner,5,YALE0011,3,CHICKEN SPECIALS,CHICKEN TIKKA MASALA,18,1
01-03-2019 20:10,dinner,5,YALE0006,3,BREADS,ONION KULCHA,5,1
01-03-2019 20:10,dinner,5,UBER003,1,Starter,VEGETABLE PAKORA,11,2
01-03-2019 20:10,dinner,5,YALE0016,3,Starter,VEGETABLE PAKORA,11,1
01-03-2019 20:10,dinner,5,YALE0007,4,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 20:10,dinner,5,YALE0015,3,RICE SPECIALS,CHICKEN BIRYANI,19,1
01-03-2019 20:15,dinner,5,YALE0011,3,BREADS,ONION KULCHA,5,1
01-03-2019 20:15,dinner,5,UBER002,1,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 20:15,dinner,5,UBER001,1,RICE SPECIALS,CHICKEN BIRYANI,19,2
01-03-2019 20:15,dinner,5,YALE0017,5,BREADS,TANDOORI ROTI,2.75,2
01-03-2019 20:15,dinner,5,YALE0019,5,BREADS,GARLIC NAAN,3.5,2
01-03-2019 20:15,dinner,5,YALE0001,4,VEGETABLE SPECIALS,SARSON DA SAAG,15,1
01-03-2019 20:15,dinner,5,YALE0013,3,DESSERTS,RASMALAI,6,1
01-03-2019 20:20,dinner,5,YALE0007,4,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 20:20,dinner,5,YALE0008,3,DESSERTS,KHEER,7,2
01-03-2019 20:20,dinner,5,YALE0015,3,RICE SPECIALS,CHICKEN BIRYANI,19,1
01-03-2019 20:20,dinner,5,YALE0015,3,Starter,CHAAT PAPRI,11,2
01-03-2019 20:20,dinner,5,YALE0013,3,DESSERTS,RASMALAI,6,1
01-03-2019 20:20,dinner,5,YALE0002,3,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 20:20,dinner,5,YALE0019,5,DESSERTS,GULABJAMUN,6,1
01-03-2019 20:20,dinner,5,YALE0009,5,Starter,SPICY CHICKEN BITES,14,1
01-03-2019 20:25,dinner,5,YALE0019,5,CHICKEN SPECIALS,BUTTER CHICKEN,18,1
01-03-2019 20:25,dinner,5,YALE0019,5,BREADS,NAAN,2.75,1
01-03-2019 20:25,dinner,5,UBER002,1,BREADS,GARLIC NAAN,3.5,2
01-03-2019 20:25,dinner,5,YALE0017,5,BREADS,TANDOORI ROTI,2.75,2
01-03-2019 20:25,dinner,5,GRHUB001,1,VEGETABLE SPECIALS,KADAHI PANEER,16,2
01-03-2019 20:25,dinner,5,YALE0014,5,BREADS,NAAN,2.75,1
01-03-2019 20:25,dinner,5,GRHUB002,1,BREADS,GARLIC NAAN,3.5,2
01-03-2019 20:25,dinner,5,YALE0019,5,BREADS,NAAN,2.75,1
01-03-2019 20:30,dinner,5,YALE0011,3,CHICKEN SPECIALS,CHICKEN TIKKA MASALA,18,1
01-03-2019 20:30,dinner,5,UBER003,1,RICE SPECIALS,RICE,5,1
01-03-2019 20:30,dinner,5,YALE0014,5,DESSERTS,CARROT HALWA,7,1
01-03-2019 20:30,dinner,5,GRHUB002,1,VEGETABLE SPECIALS,MALAI KOFTA,16,2
01-03-2019 20:30,dinner,5,YALE0019,5,DESSERTS,GULABJAMUN,6,1
01-03-2019 20:35,dinner,5,YALE0004,5,Starter,CHAAT PAPRI,11,2
01-03-2019 20:35,dinner,5,YALE0019,5,BREADS,ONION KULCHA,5,1
01-03-2019 20:35,dinner,5,YALE0004,5,RICE SPECIALS,RICE,5,1
01-03-2019 20:35,dinner,5,YALE0008,3,Starter,SHRIMP STRIPS,15,2
01-03-2019 20:35,dinner,5,YALE0004,5,DESSERTS,GULABJAMUN,6,1
01-03-2019 20:35,dinner,5,UBER003,1,CHICKEN SPECIALS,BUTTER CHICKEN,18,3
01-03-2019 20:40,dinner,5,YALE0017,5,BREADS,ALOO PARATHA,5,1
01-03-2019 20:40,dinner,5,YALE0012,4,VEGETABLE SPECIALS,BHINDI DO PIAZZA,16,1
01-03-2019 20:40,dinner,5,YALE0014,5,Starter,HARA BHARA KABOB,16,1
01-03-2019 20:40,dinner,5,YALE0011,3,VEGETABLE SPECIALS,SHAHI PANEER,16,1
01-03-2019 20:40,dinner,5,UBER005,1,RICE SPECIALS,RICE,5,1
01-03-2019 20:40,dinner,5,YALE0019,5,DESSERTS,GULABJAMUN,6,2
01-03-2019 20:45,dinner,5,YALE0011,3,BREADS,ONION KULCHA,5,1
01-03-2019 20:45,dinner,5,UBER005,1,RICE SPECIALS,RICE,5,1
01-03-2019 20:45,dinner,5,YALE0009,5,DESSERTS,MALPURA,8,1
01-03-2019 20:45,dinner,5,YALE0010,2,BREADS,GARLIC NAAN,3.5,2
01-03-2019 20:45,dinner,5,YALE0005,2,BREADS,ALOO PARATHA,5,1
01-03-2019 20:45,dinner,5,YALE0009,5,BREADS,TANDOORI ROTI,2.75,2
01-03-2019 20:45,dinner,5,YALE0007,4,BREADS,LACHA PARATHA,5,2
01-03-2019 20:50,dinner,5,YALE0020,2,Starter,COCKTAIL CHICKEN SAMOSAS,14,1
01-03-2019 20:50,dinner,5,YALE0019,5,RICE SPECIALS,RICE,5,1
01-03-2019 20:50,dinner,5,UBER005,1,BREADS,ONION KULCHA,5,2
01-03-2019 20:50,dinner,5,GRHUB001,1,CHICKEN SPECIALS,BUTTER CHICKEN,18,2
01-03-2019 20:50,dinner,5,YALE0019,5,DESSERTS,GULABJAMUN,6,2
01-03-2019 20:50,dinner,5,YALE0019,5,DESSERTS,GULABJAMUN,6,2
01-03-2019 20:50,dinner,5,YALE0014,5,DESSERTS,GULABJAMUN,6,1
01-03-2019 20:55,dinner,5,UBER003,1,Starter,VEGETABLE PAKORA,11,2
01-03-2019 20:55,dinner,5,YALE0005,2,LAMB SPECIALTIES,KADAHI LAMB,19,1
01-03-2019 20:55,dinner,5,YALE0019,5,DESSERTS,GULABJAMUN,6,2
01-03-2019 20:55,dinner,5,YALE0019,5,BREADS,GARLIC NAAN,3.5,2
01-03-2019 20:55,dinner,5,YALE0007,4,VEGETABLE SPECIALS,KADAHI PANEER,16,1
01-03-2019 20:55,dinner,5,YALE0008,3,BREADS,GARLIC NAAN,3.5,2
01-03-2019 20:55,dinner,5,YALE0015,3,RICE SPECIALS,CHICKEN BIRYANI,19,1
01-03-2019 20:55,dinner,5,YALE0018,4,BREADS,NAAN,2.75,2
01-03-2019 20:55,dinner,5,YALE0019,5,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 21:00,dinner,5,YALE0012,4,VEGETABLE SPECIALS,BHINDI DO PIAZZA,16,1
01-03-2019 21:00,dinner,5,YALE0010,2,CHICKEN SPECIALS,BUTTER CHICKEN,18,1
01-03-2019 21:00,dinner,5,YALE0019,5,Starter,MASALA CHICKEN WINGS,14,1
01-03-2019 21:00,dinner,5,YALE0004,5,Starter,VEGETABLE SAMOSA,11,1
01-03-2019 21:00,dinner,5,UBER003,1,BREADS,GARLIC NAAN,3.5,2
01-03-2019 21:05,dinner,5,YALE0007,4,CHICKEN SPECIALS,BUTTER CHICKEN,18,1
01-03-2019 21:05,dinner,5,YALE0010,2,CHICKEN SPECIALS,BUTTER CHICKEN,18,1
01-03-2019 21:05,dinner,5,YALE0012,4,DESSERTS,CARROT HALWA,7,1
01-03-2019 21:05,dinner,5,YALE0001,4,BREADS,GARLIC NAAN,3.5,2
01-03-2019 21:05,dinner,5,YALE0020,2,Starter,COCKTAIL CHICKEN SAMOSAS,14,1
01-03-2019 21:05,dinner,5,YALE0008,3,DESSERTS,MALPURA,8,1
01-03-2019 21:05,dinner,5,YALE0005,2,BREADS,GARLIC NAAN,3.5,1
01-03-2019 21:05,dinner,5,YALE0014,5,DESSERTS,GULABJAMUN,6,1
01-03-2019 21:10,dinner,5,UBER003,1,Starter,VEGETABLE PAKORA,11,2
01-03-2019 21:10,dinner,5,YALE0020,2,DESSERTS,RASMALAI,6,1
01-03-2019 21:10,dinner,5,UBER004,1,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 21:10,dinner,5,YALE0014,5,DESSERTS,GULABJAMUN,6,1
01-03-2019 21:10,dinner,5,YALE0016,3,VEGETABLE SPECIALS,BAINGAN BARTHA,16,1
01-03-2019 21:10,dinner,5,YALE0020,2,DESSERTS,RASMALAI,6,1
01-03-2019 21:10,dinner,5,GRHUB001,1,BREADS,LACHA PARATHA,5,3
01-03-2019 21:10,dinner,5,GRHUB002,1,BREADS,GARLIC NAAN,3.5,2
01-03-2019 21:10,dinner,5,YALE0017,5,BREADS,GARLIC NAAN,3.5,3
01-03-2019 21:15,dinner,5,YALE0014,5,DESSERTS,GULABJAMUN,6,1
01-03-2019 21:15,dinner,5,YALE0015,3,RICE SPECIALS,CHICKEN BIRYANI,19,1
01-03-2019 21:15,dinner,5,YALE0015,3,BREADS,GARLIC NAAN,3.5,2
01-03-2019 21:15,dinner,5,YALE0009,5,CHICKEN SPECIALS,BUTTER CHICKEN,18,1
01-03-2019 21:15,dinner,5,YALE0009,5,Starter,GOBI MANCHURIAN,14,2
01-03-2019 21:20,dinner,5,YALE0009,5,BREADS,ONION KULCHA,5,1
01-03-2019 21:20,dinner,5,GRHUB002,1,CHICKEN SPECIALS,CHICKEN SAAG,18,2
01-03-2019 21:20,dinner,5,YALE0012,4,RICE SPECIALS,RICE,5,1
01-03-2019 21:20,dinner,5,YALE0004,5,VEGETABLE SPECIALS,BAINGAN BARTHA,16,1
01-03-2019 21:20,dinner,5,YALE0019,5,VEGETABLE SPECIALS,PANEER VINDALOO,16,1
01-03-2019 21:20,dinner,5,YALE0015,3,VEGETABLE SPECIALS,KADAHI PANEER,16,1
01-03-2019 21:20,dinner,5,GRHUB001,1,BREADS,LACHA PARATHA,5,3
01-03-2019 21:20,dinner,5,YALE0004,5,Starter,VEGETABLE SAMOSA,11,1
01-03-2019 21:20,dinner,5,YALE0014,5,BREADS,NAAN,2.75,1
01-03-2019 21:25,dinner,5,YALE0010,2,BREADS,NAAN,2.75,1
01-03-2019 21:25,dinner,5,YALE0017,5,BREADS,GARLIC NAAN,3.5,3
01-03-2019 21:25,dinner,5,UBER005,1,BREADS,GARLIC NAAN,3.5,2
01-03-2019 21:25,dinner,5,YALE0006,3,VEGETABLE SPECIALS,YELLOW DAL FRY,15,1
01-03-2019 21:25,dinner,5,YALE0019,5,DESSERTS,GULABJAMUN,6,2
01-03-2019 21:25,dinner,5,YALE0007,4,DESSERTS,RASMALAI,6,2
01-03-2019 21:25,dinner,5,YALE0019,5,SEAFOOD SPECIALTIES,FISH KORMA,19,1
01-03-2019 21:25,dinner,5,YALE0006,3,Starter,VEGETABLE PAKORA,11,1
01-03-2019 21:25,dinner,5,YALE0001,4,VEGETABLE SPECIALS,PANEER VINDALOO,16,1
01-03-2019 21:30,dinner,5,YALE0011,3,DESSERTS,MALPURA,8,1
01-03-2019 21:30,dinner,5,UBER003,1,Starter,VEGETABLE PAKORA,11,2
01-03-2019 21:30,dinner,5,YALE0009,5,VEGETABLE SPECIALS,BAINGAN BARTHA,16,1
01-03-2019 21:30,dinner,5,YALE0010,2,BREADS,GARLIC NAAN,3.5,2
01-03-2019 21:30,dinner,5,YALE0020,2,CHICKEN SPECIALS,CHICKEN TIKKA MASALA,18,1
01-03-2019 21:35,dinner,5,YALE0009,5,BREADS,GARLIC NAAN,3.5,3
01-03-2019 21:35,dinner,5,GRHUB001,1,BREADS,LACHA PARATHA,5,3
01-03-2019 21:35,dinner,5,YALE0014,5,BREADS,NAAN,2.75,1
01-03-2019 21:35,dinner,5,YALE0020,2,VEGETABLE SPECIALS,KADAHI PANEER,16,1
01-03-2019 21:35,dinner,5,YALE0002,3,RICE SPECIALS,CHICKEN BIRYANI,19,1
01-03-2019 21:35,dinner,5,YALE0002,3,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 21:40,dinner,5,YALE0002,3,RICE SPECIALS,CHICKEN BIRYANI,19,1
01-03-2019 21:40,dinner,5,YALE0014,5,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 21:40,dinner,5,YALE0002,3,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 21:40,dinner,5,UBER004,1,Starter,COCKTAIL CHICKEN SAMOSAS,14,2
01-03-2019 21:40,dinner,5,YALE0019,5,BREADS,NAAN,2.75,1
01-03-2019 21:40,dinner,5,YALE0011,3,DESSERTS,MALPURA,8,1
01-03-2019 21:40,dinner,5,YALE0009,5,DESSERTS,CARROT HALWA,7,1
01-03-2019 21:40,dinner,5,UBER004,1,RICE SPECIALS,RICE,5,2
01-03-2019 21:45,dinner,5,YALE0013,3,VEGETABLE SPECIALS,BAINGAN BARTHA,16,1
01-03-2019 21:45,dinner,5,YALE0001,4,VEGETABLE SPECIALS,SARSON DA SAAG,15,1
01-03-2019 21:45,dinner,5,YALE0008,3,Starter,FISH PAKORA,14,2
01-03-2019 21:45,dinner,5,YALE0007,4,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 21:45,dinner,5,YALE0001,4,Starter,GOBI MANCHURIAN,14,1
01-03-2019 21:45,dinner,5,YALE0002,3,CHICKEN SPECIALS,CHICKEN KORMA,18,1
01-03-2019 21:45,dinner,5,GRHUB002,1,CHICKEN SPECIALS,BUTTER CHICKEN,18,3
01-03-2019 21:45,dinner,5,GRHUB002,1,BREADS,LACHA PARATHA,5,3
01-03-2019 21:45,dinner,5,GRHUB002,1,RICE SPECIALS,CHICKEN BIRYANI,19,2
01-03-2019 21:50,dinner,5,YALE0018,4,BREADS,ONION KULCHA,5,2
01-03-2019 21:50,dinner,5,YALE0020,2,CHICKEN SPECIALS,CHICKEN TIKKA MASALA,18,1
01-03-2019 21:50,dinner,5,YALE0007,4,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 21:50,dinner,5,YALE0016,3,DESSERTS,MALPURA,8,1
01-03-2019 21:50,dinner,5,YALE0019,5,Starter,GOBI MANCHURIAN,14,2
01-03-2019 21:50,dinner,5,YALE0004,5,Starter,VEGETABLE SAMOSA,11,1
01-03-2019 21:50,dinner,5,YALE0016,3,RICE SPECIALS,TIKKA RICE BOWL : PANEER | CHICKEN,18,2
01-03-2019 21:55,dinner,5,YALE0007,4,BREADS,TANDOORI ROTI,2.75,1
01-03-2019 21:55,dinner,5,UBER001,1,RICE SPECIALS,CHICKEN BIRYANI,19,2
01-03-2019 21:55,dinner,5,YALE0010,2,BREADS,NAAN,2.75,1
01-03-2019 21:55,dinner,5,UBER005,1,VEGETABLE SPECIALS,KADAHI PANEER,16,2
01-03-2019 21:55,dinner,5,UBER003,1,CHICKEN SPECIALS,BUTTER CHICKEN,18,3
01-03-2019 21:55,dinner,5,YALE0013,3,DESSERTS,RASMALAI,6,1
01-03-2019 21:55,dinner,5,YALE0012,4,Starter,VEGETABLE PAKORA,11,1
01-03-2019 21:55,dinner,5,YALE0007,4,BREADS,NAAN,2.75,2
01-03-2019 21:55,dinner,5,YALE0020,2,DESSERTS,GULABJAMUN,6,1
01-03-2019 22:00,dinner,5,GRHUB002,1,BREADS,LACHA PARATHA,5,3
01-03-2019 22:00,dinner,5,YALE0019,5,BREADS,GARLIC NAAN,3.5,1
01-03-2019 22:00,dinner,5,UBER004,1,RICE SPECIALS,RICE,5,2
01-03-2019 22:00,dinner,5,YALE0009,5,Starter,GOBI MANCHURIAN,14,2
01-03-2019 22:00,dinner,5,YALE0001,4,Starter,GOBI MANCHURIAN,14,1
01-03-2019 22:00,dinner,5,YALE0005,2,BREADS,GARLIC NAAN,3.5,1
01-03-2019 22:00,dinner,5,YALE0012,4,VEGETABLE SPECIALS,BHINDI DO PIAZZA,16,1
01-03-2019 22:00,dinner,5,YALE0011,3,VEGETABLE SPECIALS,SHAHI PANEER,16,1
02-03-2019 11:30,lunch,6,YALE0010,2,BREADS,GARLIC NAAN,3.5,2
02-03-2019 11:30,lunch,6,YALE0009,5,Starter,GOBI MANCHURIAN,14,2
02-03-2019 11:30,lunch,6,YALE0010,2,BREADS,GARLIC NAAN,3.5,2
02-03-2019 11:30,lunch,6,UBER001,1,CHICKEN SPECIALS,CHICKEN KORMA,18,1
02-03-2019 11:30,lunch,6,YALE0014,5,BREADS,LACHA PARATHA,5,2
02-03-2019 11:30,lunch,6,YALE0020,2,Starter,COCKTAIL CHICKEN SAMOSAS,14,1
02-03-2019 11:35,lunch,6,YALE0002,3,CHICKEN SPECIALS,CHICKEN KORMA,18,1
02-03-2019 11:35,lunch,6,YALE0012,4,RICE SPECIALS,RICE,5,1
